episodeIndex,reason,totalReward,validPlacements,invalidPlacements,stepCount,stepScale,wLE,wCGS,wSS,supportRatioMin
8414,failed,-1.346712,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
8415,completed,1.241103,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
8416,failed,-1.470541,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
8417,failed,-1.835500,1,30,1,0.182742,0.742738,0.290437,0.137391,0.801201
8418,completed,1.043216,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
8419,failed,-1.808517,3,35,3,0.182742,0.742738,0.290437,0.137391,0.801201
8420,completed,1.124351,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
8421,completed,0.468749,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
8422,failed,-1.446520,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
8423,completed,1.049576,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8424,completed,1.268221,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
8425,completed,1.096685,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8426,completed,1.260212,5,5,5,0.182742,0.742738,0.290437,0.137391,0.801201
8427,completed,0.987074,4,8,4,0.182742,0.742738,0.290437,0.137391,0.801201
8428,failed,-1.244893,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8429,failed,-1.865722,4,38,4,0.182742,0.742738,0.290437,0.137391,0.801201
8430,failed,-1.956841,3,37,3,0.182742,0.742738,0.290437,0.137391,0.801201
8431,completed,0.443314,3,17,3,0.182742,0.742738,0.290437,0.137391,0.801201
8432,completed,0.952143,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8433,failed,-1.589672,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
8434,failed,-1.366633,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
8435,completed,1.012488,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
8436,completed,0.422797,3,17,3,0.182742,0.742738,0.290437,0.137391,0.801201
8437,completed,0.800843,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
8438,failed,-1.562909,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
8439,failed,-1.754166,3,34,3,0.182742,0.742738,0.290437,0.137391,0.801201
8440,failed,-1.405831,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
8441,completed,0.786206,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
8442,failed,-1.650580,2,29,2,0.182742,0.742738,0.290437,0.137391,0.801201
8443,completed,0.000930,5,31,5,0.182742,0.742738,0.290437,0.137391,0.801201
8444,failed,-1.658762,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
8445,completed,1.141175,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8446,failed,-1.223816,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
8447,failed,-1.499333,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
8448,failed,-1.257836,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8449,completed,1.186902,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8450,failed,-2.158211,4,44,4,0.182742,0.742738,0.290437,0.137391,0.801201
8451,failed,-1.626255,3,31,3,0.182742,0.742738,0.290437,0.137391,0.801201
8452,completed,0.916151,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
8453,completed,0.808495,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
8454,failed,-1.295009,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
8455,failed,-1.315819,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
8456,completed,0.687642,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
8457,failed,-1.268088,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
8458,completed,1.260351,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8459,failed,-1.322463,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
8460,failed,-2.587616,3,50,3,0.182742,0.742738,0.290437,0.137391,0.801201
8461,failed,-1.369652,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8462,failed,-1.204143,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8463,completed,1.208332,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
8464,completed,1.105195,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8465,completed,0.854066,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
8466,failed,-2.200883,4,46,4,0.182742,0.742738,0.290437,0.137391,0.801201
8467,failed,-1.254029,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
8468,failed,-1.598270,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
8469,completed,0.901841,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
8470,failed,-1.155298,4,24,4,0.182742,0.742738,0.290437,0.137391,0.801201
8471,completed,1.133964,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
8472,failed,-1.298848,4,27,4,0.182742,0.742738,0.290437,0.137391,0.801201
8473,failed,-1.064424,4,22,4,0.182742,0.742738,0.290437,0.137391,0.801201
8474,failed,-1.029251,4,22,4,0.182742,0.742738,0.290437,0.137391,0.801201
8475,failed,-1.356761,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
8476,failed,-1.191284,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8477,completed,0.765505,3,9,3,0.182742,0.742738,0.290437,0.137391,0.801201
8478,failed,-1.338666,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8479,failed,-1.319848,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
8480,completed,0.646912,5,20,5,0.182742,0.742738,0.290437,0.137391,0.801201
8481,failed,-1.362918,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
8482,failed,-1.349143,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8483,failed,-1.211295,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8484,completed,0.996444,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8485,completed,0.435599,3,17,3,0.182742,0.742738,0.290437,0.137391,0.801201
8486,completed,0.655135,5,19,5,0.182742,0.742738,0.290437,0.137391,0.801201
8487,failed,-1.668547,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
8488,failed,-1.415255,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
8489,failed,-1.058248,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
8490,failed,-1.359628,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8491,failed,-1.492650,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
8492,completed,1.099945,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8493,completed,0.659492,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
8494,failed,-1.830438,4,38,4,0.182742,0.742738,0.290437,0.137391,0.801201
8495,failed,-1.237456,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
8496,failed,-1.164288,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8497,failed,-1.349477,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8498,failed,-1.431435,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
8499,completed,0.778234,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
8500,failed,-1.325475,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8501,completed,0.299208,5,24,5,0.182742,0.742738,0.290437,0.137391,0.801201
8502,completed,0.995343,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8503,failed,-1.599070,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
8504,failed,-1.663069,4,35,4,0.182742,0.742738,0.290437,0.137391,0.801201
8505,completed,0.636474,4,14,4,0.182742,0.742738,0.290437,0.137391,0.801201
8506,completed,1.089255,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
8507,completed,1.309929,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
8508,failed,-2.330949,3,46,3,0.182742,0.742738,0.290437,0.137391,0.801201
8509,failed,-1.160542,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8510,completed,0.903482,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8511,completed,1.262273,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
8512,completed,1.243409,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
8513,completed,0.875675,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8514,failed,-1.652282,2,29,2,0.182742,0.742738,0.290437,0.137391,0.801201
8515,failed,-1.961218,2,35,2,0.182742,0.742738,0.290437,0.137391,0.801201
8516,failed,-1.159457,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8517,failed,-1.354330,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8518,failed,-1.270374,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8519,failed,-1.447869,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8520,failed,-1.466837,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8521,completed,1.112566,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8522,failed,-1.485500,1,23,1,0.182742,0.742738,0.290437,0.137391,0.801201
8523,completed,0.500819,5,23,5,0.182742,0.742738,0.290437,0.137391,0.801201
8524,completed,1.246693,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
8525,failed,-1.479068,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8526,failed,-1.069822,3,20,3,0.182742,0.742738,0.290437,0.137391,0.801201
8527,failed,-1.395667,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
8528,failed,-1.202345,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8529,failed,-1.938057,4,40,4,0.182742,0.742738,0.290437,0.137391,0.801201
8530,completed,0.905721,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8531,failed,-1.428649,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
8532,failed,-1.240934,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8533,completed,0.907170,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8534,failed,-1.583182,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
8535,completed,0.804805,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8536,completed,0.841159,5,16,5,0.182742,0.742738,0.290437,0.137391,0.801201
8537,failed,-1.336346,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
8538,failed,-1.386641,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8539,failed,-1.181246,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8540,failed,-1.494165,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
8541,failed,-2.560533,4,52,4,0.182742,0.742738,0.290437,0.137391,0.801201
8542,failed,-1.469398,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
8543,failed,-1.354853,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8544,failed,-1.444400,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
8545,completed,0.497634,4,20,4,0.182742,0.742738,0.290437,0.137391,0.801201
8546,failed,-2.235217,3,42,3,0.182742,0.742738,0.290437,0.137391,0.801201
8547,failed,-1.792688,2,32,2,0.182742,0.742738,0.290437,0.137391,0.801201
8548,completed,0.853897,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
8549,failed,-1.269663,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8550,failed,-1.497264,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8551,completed,1.182573,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8552,completed,1.023209,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8553,failed,-1.372204,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8554,failed,-1.343115,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8555,failed,-1.652982,2,29,2,0.182742,0.742738,0.290437,0.137391,0.801201
8556,failed,-1.182797,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
8557,failed,-1.387872,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
8558,completed,0.857454,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
8559,failed,-1.355761,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
8560,completed,1.016794,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8561,completed,1.045378,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8562,failed,-1.782645,1,29,1,0.182742,0.742738,0.290437,0.137391,0.801201
8563,completed,1.338727,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
8564,failed,-1.458734,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
8565,completed,0.438677,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
8566,completed,1.223263,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
8567,failed,-1.282136,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
8568,completed,1.154789,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8569,failed,-1.459415,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8570,completed,0.343034,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
8571,completed,0.884446,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8572,failed,-1.759267,2,31,2,0.182742,0.742738,0.290437,0.137391,0.801201
8573,failed,-1.240229,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8574,completed,0.711232,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
8575,failed,-1.210805,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8576,completed,0.565679,3,14,3,0.182742,0.742738,0.290437,0.137391,0.801201
8577,completed,1.219508,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8578,failed,-1.499161,4,31,4,0.182742,0.742738,0.290437,0.137391,0.801201
8579,completed,0.693901,4,15,4,0.182742,0.742738,0.290437,0.137391,0.801201
8580,completed,1.117666,4,6,4,0.182742,0.742738,0.290437,0.137391,0.801201
8581,completed,1.327554,3,0,3,0.182742,0.742738,0.290437,0.137391,0.801201
8582,failed,-1.630344,2,28,2,0.182742,0.742738,0.290437,0.137391,0.801201
8583,completed,0.095608,4,27,4,0.182742,0.742738,0.290437,0.137391,0.801201
8584,completed,0.840224,5,16,5,0.182742,0.742738,0.290437,0.137391,0.801201
8585,completed,0.709011,3,13,3,0.182742,0.742738,0.290437,0.137391,0.801201
8586,failed,-1.429332,4,30,4,0.182742,0.742738,0.290437,0.137391,0.801201
8587,failed,-1.357034,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8588,failed,-1.169189,4,25,4,0.182742,0.742738,0.290437,0.137391,0.801201
8589,failed,-1.381569,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8590,failed,-1.193227,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8591,failed,-1.309659,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
8592,failed,-1.276006,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8593,completed,0.936520,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8594,completed,0.843523,3,7,3,0.182742,0.742738,0.290437,0.137391,0.801201
8595,failed,-1.219983,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8596,failed,-1.512440,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
8597,completed,0.826300,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
8598,completed,-0.009277,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
8599,completed,1.108895,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
8600,failed,-1.454397,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
8601,failed,-1.063715,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
8602,completed,0.684806,4,15,4,0.182742,0.742738,0.290437,0.137391,0.801201
8603,failed,-1.367464,3,26,3,0.182742,0.742738,0.290437,0.137391,0.801201
8604,completed,1.082608,3,3,3,0.182742,0.742738,0.290437,0.137391,0.801201
8605,completed,1.026802,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
8606,completed,0.528472,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
8607,completed,1.104353,5,9,5,0.182742,0.742738,0.290437,0.137391,0.801201
8608,completed,1.281455,4,3,4,0.182742,0.742738,0.290437,0.137391,0.801201
8609,completed,0.808823,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
8610,failed,-1.127877,3,21,3,0.182742,0.742738,0.290437,0.137391,0.801201
8611,failed,-1.593779,4,33,4,0.182742,0.742738,0.290437,0.137391,0.801201
8612,completed,0.667109,5,20,5,0.182742,0.742738,0.290437,0.137391,0.801201
8613,completed,1.210719,4,5,4,0.182742,0.742738,0.290437,0.137391,0.801201
8614,completed,1.206192,4,4,4,0.182742,0.742738,0.290437,0.137391,0.801201
8615,failed,-1.933943,3,38,3,0.182742,0.742738,0.290437,0.137391,0.801201
8616,completed,0.733186,5,17,5,0.182742,0.742738,0.290437,0.137391,0.801201
8617,completed,0.791539,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8618,completed,0.548482,5,18,5,0.182742,0.742738,0.290437,0.137391,0.801201
8619,completed,0.935585,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
8620,completed,0.951516,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
8621,failed,-1.269117,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
8622,failed,-1.247114,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
8623,completed,0.763526,4,13,4,0.182742,0.742738,0.290437,0.137391,0.801201
8624,failed,-1.716657,3,32,3,0.182742,0.742738,0.290437,0.137391,0.801201
8625,failed,-1.732645,1,28,1,0.182742,0.742738,0.290437,0.137391,0.801201
8626,completed,0.848427,4,10,4,0.182742,0.742738,0.290437,0.137391,0.801201
8627,failed,-1.393444,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8628,failed,-1.466356,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8629,failed,-1.202286,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8630,failed,-1.325705,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
8631,completed,0.273006,5,28,5,0.182742,0.742738,0.290437,0.137391,0.801201
8632,failed,-1.721053,4,36,4,0.182742,0.742738,0.290437,0.137391,0.801201
8633,completed,0.303542,5,27,5,0.182742,0.742738,0.290437,0.137391,0.801201
8634,completed,1.273195,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
8635,failed,-1.252923,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8636,completed,1.001004,3,5,3,0.182742,0.742738,0.290437,0.137391,0.801201
8637,completed,1.047268,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
8638,completed,-0.026995,4,29,4,0.182742,0.742738,0.290437,0.137391,0.801201
8639,completed,0.285906,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
8640,completed,0.377591,3,19,3,0.182742,0.742738,0.290437,0.137391,0.801201
8641,failed,-1.209983,2,20,2,0.182742,0.742738,0.290437,0.137391,0.801201
8642,completed,1.143848,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8643,failed,-1.572628,4,33,4,0.182742,0.742738,0.290437,0.137391,0.801201
8644,completed,0.810671,3,8,3,0.182742,0.742738,0.290437,0.137391,0.801201
8645,failed,-1.479570,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8646,completed,0.730761,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
8647,failed,-1.499155,2,25,2,0.182742,0.742738,0.290437,0.137391,0.801201
8648,failed,-1.294431,2,22,2,0.182742,0.742738,0.290437,0.137391,0.801201
8649,failed,-1.205052,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
8650,failed,-1.786084,3,34,3,0.182742,0.742738,0.290437,0.137391,0.801201
8651,failed,-1.354853,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8652,failed,-1.174956,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8653,completed,0.769378,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
8654,completed,1.264199,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
8655,completed,1.155208,3,2,3,0.182742,0.742738,0.290437,0.137391,0.801201
8656,completed,1.219853,3,1,3,0.182742,0.742738,0.290437,0.137391,0.801201
8657,completed,0.145891,4,26,4,0.182742,0.742738,0.290437,0.137391,0.801201
8658,failed,-1.520297,2,26,2,0.182742,0.742738,0.290437,0.137391,0.801201
8659,failed,-1.482645,1,23,1,0.182742,0.742738,0.290437,0.137391,0.801201
8660,failed,-1.352458,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8661,completed,1.361290,4,1,4,0.182742,0.742738,0.290437,0.137391,0.801201
8662,failed,-1.526792,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
8663,completed,1.037655,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
8664,completed,0.609723,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
8665,failed,-1.468184,3,28,3,0.182742,0.742738,0.290437,0.137391,0.801201
8666,failed,-2.410089,3,47,3,0.182742,0.742738,0.290437,0.137391,0.801201
8667,failed,-1.301390,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
8668,failed,-1.512076,4,31,4,0.182742,0.742738,0.290437,0.137391,0.801201
8669,failed,-1.268312,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8670,completed,0.850577,5,13,5,0.182742,0.742738,0.290437,0.137391,0.801201
8671,completed,0.778106,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
8672,failed,-1.409618,3,27,3,0.182742,0.742738,0.290437,0.137391,0.801201
8673,completed,1.042548,5,13,5,0.182742,0.742738,0.290437,0.137391,0.801201
8674,completed,0.778406,4,12,4,0.182742,0.742738,0.290437,0.137391,0.801201
8675,completed,0.651168,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
8676,completed,1.098207,5,9,5,0.182742,0.742738,0.290437,0.137391,0.801201
8677,completed,0.868905,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
8678,completed,-0.097888,5,32,5,0.182742,0.742738,0.290437,0.137391,0.801201
8679,failed,-1.330107,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8680,completed,-0.247825,5,38,5,0.182742,0.742738,0.290437,0.137391,0.801201
8681,completed,-0.043440,5,32,5,0.182742,0.742738,0.290437,0.137391,0.801201
8682,failed,-1.351300,2,23,2,0.182742,0.742738,0.290437,0.137391,0.801201
8683,completed,0.533478,5,21,5,0.182742,0.742738,0.290437,0.137391,0.801201
8684,completed,0.702156,3,12,3,0.182742,0.742738,0.290437,0.137391,0.801201
8685,completed,0.620655,3,15,3,0.182742,0.742738,0.290437,0.137391,0.801201
8686,failed,-1.911866,3,37,3,0.182742,0.742738,0.290437,0.137391,0.801201
8687,failed,-1.397873,1,21,1,0.182742,0.742738,0.290437,0.137391,0.801201
8688,failed,-1.819221,3,35,3,0.182742,0.742738,0.290437,0.137391,0.801201
8689,completed,0.260852,3,18,3,0.182742,0.742738,0.290437,0.137391,0.801201
8690,completed,0.780701,3,11,3,0.182742,0.742738,0.290437,0.137391,0.801201
8691,failed,-1.237973,3,24,3,0.182742,0.742738,0.290437,0.137391,0.801201
8692,completed,1.052021,4,9,4,0.182742,0.742738,0.290437,0.137391,0.801201
8693,failed,-1.714901,3,33,3,0.182742,0.742738,0.290437,0.137391,0.801201
8694,completed,0.827002,3,10,3,0.182742,0.742738,0.290437,0.137391,0.801201
8695,completed,0.464430,4,20,4,0.182742,0.742738,0.290437,0.137391,0.801201
8696,completed,0.924815,3,6,3,0.182742,0.742738,0.290437,0.137391,0.801201
8697,failed,-1.524129,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
8698,completed,1.095753,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
8699,failed,-1.512101,3,29,3,0.182742,0.742738,0.290437,0.137391,0.801201
8700,failed,-1.229204,3,23,3,0.182742,0.742738,0.290437,0.137391,0.801201
8701,failed,-1.275465,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8702,completed,1.282218,4,1,4,0.182742,0.742738,0.290437,0.137391,0.801201
8703,failed,-1.237909,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8704,failed,-1.607164,2,27,2,0.182742,0.742738,0.290437,0.137391,0.801201
8705,completed,0.517347,5,21,5,0.182742,0.742738,0.290437,0.137391,0.801201
8706,failed,-2.702961,4,56,4,0.182742,0.742738,0.290437,0.137391,0.801201
8707,failed,-1.656660,2,29,2,0.182742,0.742738,0.290437,0.137391,0.801201
8708,completed,-0.360936,5,38,5,0.182742,0.742738,0.290437,0.137391,0.801201
8709,completed,1.079409,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8710,failed,-1.339833,4,28,4,0.182742,0.742738,0.290437,0.137391,0.801201
8711,failed,-1.241711,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8712,failed,-1.902836,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
8713,completed,0.898982,4,11,4,0.182742,0.742738,0.290437,0.137391,0.801201
8714,completed,1.050599,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8715,failed,-1.428119,2,24,2,0.182742,0.742738,0.290437,0.137391,0.801201
8716,failed,-1.116615,3,21,3,0.182742,0.742738,0.290437,0.137391,0.801201
8717,completed,1.078578,3,4,3,0.182742,0.742738,0.290437,0.137391,0.801201
8718,completed,0.504887,4,17,4,0.182742,0.742738,0.290437,0.137391,0.801201
8719,completed,0.771722,5,17,5,0.182742,0.742738,0.290437,0.137391,0.801201
8720,failed,-1.622746,4,33,4,0.182742,0.742738,0.290437,0.137391,0.801201
8721,failed,-1.354536,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8722,completed,0.473093,5,21,5,0.182742,0.742738,0.290437,0.137391,0.801201
8723,completed,0.289784,4,23,4,0.182742,0.742738,0.290437,0.137391,0.801201
8724,completed,1.103870,4,7,4,0.182742,0.742738,0.290437,0.137391,0.801201
8725,failed,-1.678415,2,29,2,0.182742,0.742738,0.290437,0.137391,0.801201
8726,failed,-2.223449,3,43,3,0.182742,0.742738,0.290437,0.137391,0.801201
8727,completed,0.668694,5,20,5,0.182742,0.742738,0.290437,0.137391,0.801201
8728,completed,0.470454,3,16,3,0.182742,0.742738,0.290437,0.137391,0.801201
8729,failed,-1.552604,3,30,3,0.182742,0.742738,0.290437,0.137391,0.801201
8730,failed,-1.274409,2,21,2,0.182742,0.742738,0.290437,0.137391,0.801201
8731,failed,-1.908651,3,36,3,0.182742,0.742738,0.290437,0.137391,0.801201
8732,completed,0.491110,4,18,4,0.182742,0.742738,0.290437,0.137391,0.801201
8733,completed,0.807147,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
8734,failed,-1.332374,3,25,3,0.182742,0.742738,0.290437,0.137391,0.801201
8735,failed,-1.347873,1,20,1,0.182742,0.742738,0.290437,0.137391,0.801201
8736,completed,1.445237,4,2,4,0.182742,0.742738,0.290437,0.137391,0.801201
8737,completed,0.665193,5,18,5,0.182742,0.742738,0.290437,0.137391,0.801201
8738,completed,0.823595,5,15,5,0.182742,0.742738,0.290437,0.137391,0.801201
8739,failed,-1.167622,3,22,3,0.182742,0.742738,0.290437,0.137391,0.801201
8740,failed,-2.054600,3,39,3,0.182742,0.742738,0.290437,0.137391,0.801201
